;Ответ;Муравьи
a=0.6, r=1.0, t=180;160;230
a=0.6, r=1.0, t=190;160;230
a=0.6, r=1.0, t=200;160;220
a=0.7, r=0.1, t=10;160;230
a=0.7, r=0.1, t=20;160;230
a=0.7, r=0.1, t=30;160;230
a=0.7, r=0.1, t=40;160;230
a=0.7, r=0.1, t=50;160;220
a=0.7, r=0.1, t=60;160;210
a=0.7, r=0.1, t=70;160;210
a=0.7, r=0.1, t=80;160;220
a=0.7, r=0.1, t=90;160;210
a=0.7, r=0.1, t=100;160;210
a=0.7, r=0.1, t=110;160;210
a=0.7, r=0.1, t=120;160;230
a=0.7, r=0.1, t=130;160;210
a=0.7, r=0.1, t=140;160;230
a=0.7, r=0.1, t=150;160;210
a=0.7, r=0.1, t=160;160;230
a=0.7, r=0.1, t=170;160;220
a=0.7, r=0.1, t=180;160;210
a=0.7, r=0.1, t=190;160;220
a=0.7, r=0.1, t=200;160;210
a=0.7, r=0.2, t=10;160;210
a=0.7, r=0.2, t=20;160;230
a=0.7, r=0.2, t=30;160;230
a=0.7, r=0.2, t=40;160;230
a=0.7, r=0.2, t=50;160;210
a=0.7, r=0.2, t=60;160;220
a=0.7, r=0.2, t=70;160;220
a=0.7, r=0.2, t=80;160;220
a=0.7, r=0.2, t=90;160;210
a=0.7, r=0.2, t=100;160;220
a=0.7, r=0.2, t=110;160;220
a=0.7, r=0.2, t=120;160;210
a=0.7, r=0.2, t=130;160;220
a=0.7, r=0.2, t=140;160;230
a=0.7, r=0.2, t=150;160;230
a=0.7, r=0.2, t=160;160;220
a=0.7, r=0.2, t=170;160;220
a=0.7, r=0.2, t=180;160;230
a=0.7, r=0.2, t=190;160;210
a=0.7, r=0.2, t=200;160;210
a=0.7, r=0.3, t=10;160;210
a=0.7, r=0.3, t=20;160;230
a=0.7, r=0.3, t=30;160;210
a=0.7, r=0.3, t=40;160;220
a=0.7, r=0.3, t=50;160;210
a=0.7, r=0.3, t=60;160;230
a=0.7, r=0.3, t=70;160;230
a=0.7, r=0.3, t=80;160;220
a=0.7, r=0.3, t=90;160;220
a=0.7, r=0.3, t=100;160;230
a=0.7, r=0.3, t=110;160;210
a=0.7, r=0.3, t=120;160;210
a=0.7, r=0.3, t=130;160;210
a=0.7, r=0.3, t=140;160;210
a=0.7, r=0.3, t=150;160;230
a=0.7, r=0.3, t=160;160;220
a=0.7, r=0.3, t=170;160;230
a=0.7, r=0.3, t=180;160;230
a=0.7, r=0.3, t=190;160;230
a=0.7, r=0.3, t=200;160;210
a=0.7, r=0.4, t=10;160;230
a=0.7, r=0.4, t=20;160;230
a=0.7, r=0.4, t=30;160;220
a=0.7, r=0.4, t=40;160;220
a=0.7, r=0.4, t=50;160;230
a=0.7, r=0.4, t=60;160;230
a=0.7, r=0.4, t=70;160;230
a=0.7, r=0.4, t=80;160;220
a=0.7, r=0.4, t=90;160;210
a=0.7, r=0.4, t=100;160;210
a=0.7, r=0.4, t=110;160;220
a=0.7, r=0.4, t=120;160;230
a=0.7, r=0.4, t=130;160;230
a=0.7, r=0.4, t=140;160;210
a=0.7, r=0.4, t=150;160;220
a=0.7, r=0.4, t=160;160;230
a=0.7, r=0.4, t=170;160;230
a=0.7, r=0.4, t=180;160;210
a=0.7, r=0.4, t=190;160;210
a=0.7, r=0.4, t=200;160;210
a=0.7, r=0.5, t=10;160;210
a=0.7, r=0.5, t=20;160;210
a=0.7, r=0.5, t=30;160;230
a=0.7, r=0.5, t=40;160;220
a=0.7, r=0.5, t=50;160;230
a=0.7, r=0.5, t=60;160;210
a=0.7, r=0.5, t=70;160;210
a=0.7, r=0.5, t=80;160;220
a=0.7, r=0.5, t=90;160;230
a=0.7, r=0.5, t=100;160;230
a=0.7, r=0.5, t=110;160;210
a=0.7, r=0.5, t=120;160;220
a=0.7, r=0.5, t=130;160;210
a=0.7, r=0.5, t=140;160;210
a=0.7, r=0.5, t=150;160;230
a=0.7, r=0.5, t=160;160;220
a=0.7, r=0.5, t=170;160;210
a=0.7, r=0.5, t=180;160;230
a=0.7, r=0.5, t=190;160;210
a=0.7, r=0.5, t=200;160;210
a=0.7, r=0.6, t=10;160;210
a=0.7, r=0.6, t=20;160;210
a=0.7, r=0.6, t=30;160;220
a=0.7, r=0.6, t=40;160;210
a=0.7, r=0.6, t=50;160;210
a=0.7, r=0.6, t=60;160;220
a=0.7, r=0.6, t=70;160;210
a=0.7, r=0.6, t=80;160;230
a=0.7, r=0.6, t=90;160;230
a=0.7, r=0.6, t=100;160;230
a=0.7, r=0.6, t=110;160;230
a=0.7, r=0.6, t=120;160;230
a=0.7, r=0.6, t=130;160;230
a=0.7, r=0.6, t=140;160;230
a=0.7, r=0.6, t=150;160;220
a=0.7, r=0.6, t=160;160;230
a=0.7, r=0.6, t=170;160;230
a=0.7, r=0.6, t=180;160;220
a=0.7, r=0.6, t=190;160;220
a=0.7, r=0.6, t=200;160;210
a=0.7, r=0.7, t=10;160;220
a=0.7, r=0.7, t=20;160;210
a=0.7, r=0.7, t=30;160;220
a=0.7, r=0.7, t=40;160;220
a=0.7, r=0.7, t=50;160;210
a=0.7, r=0.7, t=60;160;210
a=0.7, r=0.7, t=70;160;210
a=0.7, r=0.7, t=80;160;230
a=0.7, r=0.7, t=90;160;210
a=0.7, r=0.7, t=100;160;210
a=0.7, r=0.7, t=110;160;210
a=0.7, r=0.7, t=120;160;230
a=0.7, r=0.7, t=130;160;220
a=0.7, r=0.7, t=140;160;210
a=0.7, r=0.7, t=150;160;230
a=0.7, r=0.7, t=160;160;210
a=0.7, r=0.7, t=170;160;230
a=0.7, r=0.7, t=180;160;210
a=0.7, r=0.7, t=190;160;210
a=0.7, r=0.7, t=200;160;220
a=0.7, r=0.8, t=10;160;230
a=0.7, r=0.8, t=20;160;210
a=0.7, r=0.8, t=30;160;210
a=0.7, r=0.8, t=40;160;220
a=0.7, r=0.8, t=50;160;220
a=0.7, r=0.8, t=60;160;210
a=0.7, r=0.8, t=70;160;220
a=0.7, r=0.8, t=80;160;230
a=0.7, r=0.8, t=90;160;230
a=0.7, r=0.8, t=100;160;230
a=0.7, r=0.8, t=110;160;220
a=0.7, r=0.8, t=120;160;230
a=0.7, r=0.8, t=130;160;220
a=0.7, r=0.8, t=140;160;210
a=0.7, r=0.8, t=150;160;210
a=0.7, r=0.8, t=160;160;210
a=0.7, r=0.8, t=170;160;210
a=0.7, r=0.8, t=180;160;220
a=0.7, r=0.8, t=190;160;220
a=0.7, r=0.8, t=200;160;210
a=0.7, r=0.9, t=10;160;220
a=0.7, r=0.9, t=20;160;210
a=0.7, r=0.9, t=30;160;210
a=0.7, r=0.9, t=40;160;210
a=0.7, r=0.9, t=50;160;230
a=0.7, r=0.9, t=60;160;230
a=0.7, r=0.9, t=70;160;210
a=0.7, r=0.9, t=80;160;220
a=0.7, r=0.9, t=90;160;210
a=0.7, r=0.9, t=100;160;230
a=0.7, r=0.9, t=110;160;210
a=0.7, r=0.9, t=120;160;210
a=0.7, r=0.9, t=130;160;220
a=0.7, r=0.9, t=140;160;230
a=0.7, r=0.9, t=150;160;210
a=0.7, r=0.9, t=160;160;220
a=0.7, r=0.9, t=170;160;230
a=0.7, r=0.9, t=180;160;210
a=0.7, r=0.9, t=190;160;210
a=0.7, r=0.9, t=200;160;210
a=0.7, r=1.0, t=10;160;210
a=0.7, r=1.0, t=20;160;230
a=0.7, r=1.0, t=30;160;230
a=0.7, r=1.0, t=40;160;210
a=0.7, r=1.0, t=50;160;220
a=0.7, r=1.0, t=60;160;210
a=0.7, r=1.0, t=70;160;230
a=0.7, r=1.0, t=80;160;220
a=0.7, r=1.0, t=90;160;220
a=0.7, r=1.0, t=100;160;220
a=0.7, r=1.0, t=110;160;210
a=0.7, r=1.0, t=120;160;230
a=0.7, r=1.0, t=130;160;230
a=0.7, r=1.0, t=140;160;210
a=0.7, r=1.0, t=150;160;230
a=0.7, r=1.0, t=160;160;210
a=0.7, r=1.0, t=170;160;220
a=0.7, r=1.0, t=180;160;220
a=0.7, r=1.0, t=190;160;210
a=0.7, r=1.0, t=200;160;210
a=0.8, r=0.1, t=10;160;210
a=0.8, r=0.1, t=20;160;230
a=0.8, r=0.1, t=30;160;210
a=0.8, r=0.1, t=40;160;230
a=0.8, r=0.1, t=50;160;210
a=0.8, r=0.1, t=60;160;220
a=0.8, r=0.1, t=70;160;220
a=0.8, r=0.1, t=80;160;230
a=0.8, r=0.1, t=90;160;210
a=0.8, r=0.1, t=100;160;230
a=0.8, r=0.1, t=110;160;210
a=0.8, r=0.1, t=120;160;220
a=0.8, r=0.1, t=130;160;210
a=0.8, r=0.1, t=140;160;210
a=0.8, r=0.1, t=150;160;230
a=0.8, r=0.1, t=160;160;210
a=0.8, r=0.1, t=170;160;230
a=0.8, r=0.1, t=180;160;230
a=0.8, r=0.1, t=190;160;210
a=0.8, r=0.1, t=200;160;210
a=0.8, r=0.2, t=10;160;230
a=0.8, r=0.2, t=20;160;230
a=0.8, r=0.2, t=30;160;230
a=0.8, r=0.2, t=40;160;220
a=0.8, r=0.2, t=50;160;220
a=0.8, r=0.2, t=60;160;210
a=0.8, r=0.2, t=70;160;230
a=0.8, r=0.2, t=80;160;230
a=0.8, r=0.2, t=90;160;220
a=0.8, r=0.2, t=100;160;230
a=0.8, r=0.2, t=110;160;210
a=0.8, r=0.2, t=120;160;220
a=0.8, r=0.2, t=130;160;230
a=0.8, r=0.2, t=140;160;210
a=0.8, r=0.2, t=150;160;210
a=0.8, r=0.2, t=160;160;220
a=0.8, r=0.2, t=170;160;210
a=0.8, r=0.2, t=180;160;230
a=0.8, r=0.2, t=190;160;210
a=0.8, r=0.2, t=200;160;220
a=0.8, r=0.3, t=10;160;210
a=0.8, r=0.3, t=20;160;210
a=0.8, r=0.3, t=30;160;230
a=0.8, r=0.3, t=40;160;230
a=0.8, r=0.3, t=50;160;210
a=0.8, r=0.3, t=60;160;210
a=0.8, r=0.3, t=70;160;210
a=0.8, r=0.3, t=80;160;220
a=0.8, r=0.3, t=90;160;210
a=0.8, r=0.3, t=100;160;210
a=0.8, r=0.3, t=110;160;220
a=0.8, r=0.3, t=120;160;210
a=0.8, r=0.3, t=130;160;230
a=0.8, r=0.3, t=140;160;210
a=0.8, r=0.3, t=150;160;230
a=0.8, r=0.3, t=160;160;210
a=0.8, r=0.3, t=170;160;230
a=0.8, r=0.3, t=180;160;230
a=0.8, r=0.3, t=190;160;220
a=0.8, r=0.3, t=200;160;210
a=0.8, r=0.4, t=10;160;230
a=0.8, r=0.4, t=20;160;210
a=0.8, r=0.4, t=30;160;210
a=0.8, r=0.4, t=40;160;220
a=0.8, r=0.4, t=50;160;210
a=0.8, r=0.4, t=60;160;230
a=0.8, r=0.4, t=70;160;220
a=0.8, r=0.4, t=80;160;220
a=0.8, r=0.4, t=90;160;230
a=0.8, r=0.4, t=100;160;230
a=0.8, r=0.4, t=110;160;210
a=0.8, r=0.4, t=120;160;230
a=0.8, r=0.4, t=130;160;230
a=0.8, r=0.4, t=140;160;230
a=0.8, r=0.4, t=150;160;230
a=0.8, r=0.4, t=160;160;220
a=0.8, r=0.4, t=170;160;220
a=0.8, r=0.4, t=180;160;230
a=0.8, r=0.4, t=190;160;210
a=0.8, r=0.4, t=200;160;220
a=0.8, r=0.5, t=10;160;230
a=0.8, r=0.5, t=20;160;210
a=0.8, r=0.5, t=30;160;210
a=0.8, r=0.5, t=40;160;210
a=0.8, r=0.5, t=50;160;220
a=0.8, r=0.5, t=60;160;230
a=0.8, r=0.5, t=70;160;210
a=0.8, r=0.5, t=80;160;210
a=0.8, r=0.5, t=90;160;230
a=0.8, r=0.5, t=100;160;220
a=0.8, r=0.5, t=110;160;220
a=0.8, r=0.5, t=120;160;230
a=0.8, r=0.5, t=130;160;230
a=0.8, r=0.5, t=140;160;230
a=0.8, r=0.5, t=150;160;230
a=0.8, r=0.5, t=160;160;220
a=0.8, r=0.5, t=170;160;210
a=0.8, r=0.5, t=180;160;230
a=0.8, r=0.5, t=190;160;220
a=0.8, r=0.5, t=200;160;210
a=0.8, r=0.6, t=10;160;210
a=0.8, r=0.6, t=20;160;220
a=0.8, r=0.6, t=30;160;230
a=0.8, r=0.6, t=40;160;220
a=0.8, r=0.6, t=50;160;220
a=0.8, r=0.6, t=60;160;230
a=0.8, r=0.6, t=70;160;230
a=0.8, r=0.6, t=80;160;210
a=0.8, r=0.6, t=90;160;220
a=0.8, r=0.6, t=100;160;210
a=0.8, r=0.6, t=110;160;210
a=0.8, r=0.6, t=120;160;210
a=0.8, r=0.6, t=130;160;210
a=0.8, r=0.6, t=140;160;210
a=0.8, r=0.6, t=150;160;210
a=0.8, r=0.6, t=160;160;210
a=0.8, r=0.6, t=170;160;230
a=0.8, r=0.6, t=180;160;220
a=0.8, r=0.6, t=190;160;210
a=0.8, r=0.6, t=200;160;210
a=0.8, r=0.7, t=10;160;220
a=0.8, r=0.7, t=20;160;210
a=0.8, r=0.7, t=30;160;230
a=0.8, r=0.7, t=40;160;230
a=0.8, r=0.7, t=50;160;210
a=0.8, r=0.7, t=60;160;230
a=0.8, r=0.7, t=70;160;220
a=0.8, r=0.7, t=80;160;230
a=0.8, r=0.7, t=90;160;210
a=0.8, r=0.7, t=100;160;230
a=0.8, r=0.7, t=110;160;220
a=0.8, r=0.7, t=120;160;210
a=0.8, r=0.7, t=130;160;210
a=0.8, r=0.7, t=140;160;230
a=0.8, r=0.7, t=150;160;210
a=0.8, r=0.7, t=160;160;230
a=0.8, r=0.7, t=170;160;230
a=0.8, r=0.7, t=180;160;220
a=0.8, r=0.7, t=190;160;230
a=0.8, r=0.7, t=200;160;220
a=0.8, r=0.8, t=10;160;210
a=0.8, r=0.8, t=20;160;220
a=0.8, r=0.8, t=30;160;230
a=0.8, r=0.8, t=40;160;210
a=0.8, r=0.8, t=50;160;230
a=0.8, r=0.8, t=60;160;210
a=0.8, r=0.8, t=70;160;220
a=0.8, r=0.8, t=80;160;220
a=0.8, r=0.8, t=90;160;210
a=0.8, r=0.8, t=100;160;210
a=0.8, r=0.8, t=110;160;210
a=0.8, r=0.8, t=120;160;230
a=0.8, r=0.8, t=130;160;230
a=0.8, r=0.8, t=140;160;210
a=0.8, r=0.8, t=150;160;220
a=0.8, r=0.8, t=160;160;210
a=0.8, r=0.8, t=170;160;230
a=0.8, r=0.8, t=180;160;210
a=0.8, r=0.8, t=190;160;230
a=0.8, r=0.8, t=200;160;210
a=0.8, r=0.9, t=10;160;220
a=0.8, r=0.9, t=20;160;210
a=0.8, r=0.9, t=30;160;230
a=0.8, r=0.9, t=40;160;220
a=0.8, r=0.9, t=50;160;210
a=0.8, r=0.9, t=60;160;210
a=0.8, r=0.9, t=70;160;220
a=0.8, r=0.9, t=80;160;210
a=0.8, r=0.9, t=90;160;210
a=0.8, r=0.9, t=100;160;220
a=0.8, r=0.9, t=110;160;220
a=0.8, r=0.9, t=120;160;210
a=0.8, r=0.9, t=130;160;210
a=0.8, r=0.9, t=140;160;210
a=0.8, r=0.9, t=150;160;230
a=0.8, r=0.9, t=160;160;210
a=0.8, r=0.9, t=170;160;210
a=0.8, r=0.9, t=180;160;220
a=0.8, r=0.9, t=190;160;220
a=0.8, r=0.9, t=200;160;210
a=0.8, r=1.0, t=10;160;210
a=0.8, r=1.0, t=20;160;220
a=0.8, r=1.0, t=30;160;210
a=0.8, r=1.0, t=40;160;220
a=0.8, r=1.0, t=50;160;220
a=0.8, r=1.0, t=60;160;210
a=0.8, r=1.0, t=70;160;210
a=0.8, r=1.0, t=80;160;220
a=0.8, r=1.0, t=90;160;210
a=0.8, r=1.0, t=100;160;220
a=0.8, r=1.0, t=110;160;230
a=0.8, r=1.0, t=120;160;230
a=0.8, r=1.0, t=130;160;210
a=0.8, r=1.0, t=140;160;210
a=0.8, r=1.0, t=150;160;230
a=0.8, r=1.0, t=160;160;220
a=0.8, r=1.0, t=170;160;220
a=0.8, r=1.0, t=180;160;220
a=0.8, r=1.0, t=190;160;210
a=0.8, r=1.0, t=200;160;230
a=0.9, r=0.1, t=10;160;230
a=0.9, r=0.1, t=20;160;210
a=0.9, r=0.1, t=30;160;210
a=0.9, r=0.1, t=40;160;230
a=0.9, r=0.1, t=50;160;230
a=0.9, r=0.1, t=60;160;230
a=0.9, r=0.1, t=70;160;230
a=0.9, r=0.1, t=80;160;230
a=0.9, r=0.1, t=90;160;230
a=0.9, r=0.1, t=100;160;230
a=0.9, r=0.1, t=110;160;220
a=0.9, r=0.1, t=120;160;210
a=0.9, r=0.1, t=130;160;210
a=0.9, r=0.1, t=140;160;230
a=0.9, r=0.1, t=150;160;230
a=0.9, r=0.1, t=160;160;220
a=0.9, r=0.1, t=170;160;220
a=0.9, r=0.1, t=180;160;220
a=0.9, r=0.1, t=190;160;210
a=0.9, r=0.1, t=200;160;210
a=0.9, r=0.2, t=10;160;210
a=0.9, r=0.2, t=20;160;230
a=0.9, r=0.2, t=30;160;230
a=0.9, r=0.2, t=40;160;230
a=0.9, r=0.2, t=50;160;210
a=0.9, r=0.2, t=60;160;230
a=0.9, r=0.2, t=70;160;230
a=0.9, r=0.2, t=80;160;210
a=0.9, r=0.2, t=90;160;210
a=0.9, r=0.2, t=100;160;210
a=0.9, r=0.2, t=110;160;210
a=0.9, r=0.2, t=120;160;210
a=0.9, r=0.2, t=130;160;220
a=0.9, r=0.2, t=140;160;220
a=0.9, r=0.2, t=150;160;220
a=0.9, r=0.2, t=160;160;210
a=0.9, r=0.2, t=170;160;230
a=0.9, r=0.2, t=180;160;220
a=0.9, r=0.2, t=190;160;210
a=0.9, r=0.2, t=200;160;210
a=0.9, r=0.3, t=10;160;210
a=0.9, r=0.3, t=20;160;210
a=0.9, r=0.3, t=30;160;230
a=0.9, r=0.3, t=40;160;210
a=0.9, r=0.3, t=50;160;210
a=0.9, r=0.3, t=60;160;220
a=0.9, r=0.3, t=70;160;220
a=0.9, r=0.3, t=80;160;210
a=0.9, r=0.3, t=90;160;210
a=0.9, r=0.3, t=100;160;230
a=0.9, r=0.3, t=110;160;230
a=0.9, r=0.3, t=120;160;210
a=0.9, r=0.3, t=130;160;220
a=0.9, r=0.3, t=140;160;210
a=0.9, r=0.3, t=150;160;220
a=0.9, r=0.3, t=160;160;230
a=0.9, r=0.3, t=170;160;210
a=0.9, r=0.3, t=180;160;210
a=0.9, r=0.3, t=190;160;230
a=0.9, r=0.3, t=200;160;230
a=0.9, r=0.4, t=10;160;230
a=0.9, r=0.4, t=20;160;220
a=0.9, r=0.4, t=30;160;230
a=0.9, r=0.4, t=40;160;220
a=0.9, r=0.4, t=50;160;210
a=0.9, r=0.4, t=60;160;220
a=0.9, r=0.4, t=70;160;210
a=0.9, r=0.4, t=80;160;220
a=0.9, r=0.4, t=90;160;220
a=0.9, r=0.4, t=100;160;230
a=0.9, r=0.4, t=110;160;210
a=0.9, r=0.4, t=120;160;210
a=0.9, r=0.4, t=130;160;210
a=0.9, r=0.4, t=140;160;210
a=0.9, r=0.4, t=150;160;210
a=0.9, r=0.4, t=160;160;210
a=0.9, r=0.4, t=170;160;210
a=0.9, r=0.4, t=180;160;210
a=0.9, r=0.4, t=190;160;220
a=0.9, r=0.4, t=200;160;230
a=0.9, r=0.5, t=10;160;210
a=0.9, r=0.5, t=20;160;210
a=0.9, r=0.5, t=30;160;210
a=0.9, r=0.5, t=40;160;220
a=0.9, r=0.5, t=50;160;230
a=0.9, r=0.5, t=60;160;220
a=0.9, r=0.5, t=70;160;230
a=0.9, r=0.5, t=80;160;220
a=0.9, r=0.5, t=90;160;210
a=0.9, r=0.5, t=100;160;210
a=0.9, r=0.5, t=110;160;220
a=0.9, r=0.5, t=120;160;230
a=0.9, r=0.5, t=130;160;230
a=0.9, r=0.5, t=140;160;210
a=0.9, r=0.5, t=150;160;210
a=0.9, r=0.5, t=160;160;230
a=0.9, r=0.5, t=170;160;210
a=0.9, r=0.5, t=180;160;230
a=0.9, r=0.5, t=190;160;230
a=0.9, r=0.5, t=200;160;210
a=0.9, r=0.6, t=10;160;210
a=0.9, r=0.6, t=20;160;210
a=0.9, r=0.6, t=30;160;210
a=0.9, r=0.6, t=40;160;220
a=0.9, r=0.6, t=50;160;210
a=0.9, r=0.6, t=60;160;230
a=0.9, r=0.6, t=70;160;210
a=0.9, r=0.6, t=80;160;220
a=0.9, r=0.6, t=90;160;230
a=0.9, r=0.6, t=100;160;210
a=0.9, r=0.6, t=110;160;230
a=0.9, r=0.6, t=120;160;210
a=0.9, r=0.6, t=130;160;220
a=0.9, r=0.6, t=140;160;210
a=0.9, r=0.6, t=150;160;210
a=0.9, r=0.6, t=160;160;230
a=0.9, r=0.6, t=170;160;210
a=0.9, r=0.6, t=180;160;230
a=0.9, r=0.6, t=190;160;220
a=0.9, r=0.6, t=200;160;210
a=0.9, r=0.7, t=10;160;230
a=0.9, r=0.7, t=20;160;210
a=0.9, r=0.7, t=30;160;220
a=0.9, r=0.7, t=40;160;210
a=0.9, r=0.7, t=50;160;210
a=0.9, r=0.7, t=60;160;210
a=0.9, r=0.7, t=70;160;220
a=0.9, r=0.7, t=80;160;210
a=0.9, r=0.7, t=90;160;210
a=0.9, r=0.7, t=100;160;230
a=0.9, r=0.7, t=110;160;230
a=0.9, r=0.7, t=120;160;210
a=0.9, r=0.7, t=130;160;220
a=0.9, r=0.7, t=140;160;230
a=0.9, r=0.7, t=150;160;220
a=0.9, r=0.7, t=160;160;210
a=0.9, r=0.7, t=170;160;230
a=0.9, r=0.7, t=180;160;220
a=0.9, r=0.7, t=190;160;230
a=0.9, r=0.7, t=200;160;230
a=0.9, r=0.8, t=10;160;210
a=0.9, r=0.8, t=20;160;230
a=0.9, r=0.8, t=30;160;230
a=0.9, r=0.8, t=40;160;220
a=0.9, r=0.8, t=50;160;210
a=0.9, r=0.8, t=60;160;230
a=0.9, r=0.8, t=70;160;220
a=0.9, r=0.8, t=80;160;230
a=0.9, r=0.8, t=90;160;210
a=0.9, r=0.8, t=100;160;220
a=0.9, r=0.8, t=110;160;230
a=0.9, r=0.8, t=120;160;220
a=0.9, r=0.8, t=130;160;220
a=0.9, r=0.8, t=140;160;230
a=0.9, r=0.8, t=150;160;230
a=0.9, r=0.8, t=160;160;210
a=0.9, r=0.8, t=170;160;210
a=0.9, r=0.8, t=180;160;210
a=0.9, r=0.8, t=190;160;230
a=0.9, r=0.8, t=200;160;230
a=0.9, r=0.9, t=10;160;210
a=0.9, r=0.9, t=20;160;230
a=0.9, r=0.9, t=30;160;210
a=0.9, r=0.9, t=40;160;230
a=0.9, r=0.9, t=50;160;230
a=0.9, r=0.9, t=60;160;210
a=0.9, r=0.9, t=70;160;210
a=0.9, r=0.9, t=80;160;220
a=0.9, r=0.9, t=90;160;220
a=0.9, r=0.9, t=100;160;220
a=0.9, r=0.9, t=110;160;210
a=0.9, r=0.9, t=120;160;210
a=0.9, r=0.9, t=130;160;220
a=0.9, r=0.9, t=140;160;210
a=0.9, r=0.9, t=150;160;230
a=0.9, r=0.9, t=160;160;230
a=0.9, r=0.9, t=170;160;220
a=0.9, r=0.9, t=180;160;210
a=0.9, r=0.9, t=190;160;220
a=0.9, r=0.9, t=200;160;230
a=0.9, r=1.0, t=10;160;210
a=0.9, r=1.0, t=20;160;220
a=0.9, r=1.0, t=30;160;230
a=0.9, r=1.0, t=40;160;210
a=0.9, r=1.0, t=50;160;210
a=0.9, r=1.0, t=60;160;210
a=0.9, r=1.0, t=70;160;210
a=0.9, r=1.0, t=80;160;210
a=0.9, r=1.0, t=90;160;220
a=0.9, r=1.0, t=100;160;230
a=0.9, r=1.0, t=110;160;220
a=0.9, r=1.0, t=120;160;230
a=0.9, r=1.0, t=130;160;210
a=0.9, r=1.0, t=140;160;210
a=0.9, r=1.0, t=150;160;220
a=0.9, r=1.0, t=160;160;220
a=0.9, r=1.0, t=170;160;210
a=0.9, r=1.0, t=180;160;210
a=0.9, r=1.0, t=190;160;230
a=0.9, r=1.0, t=200;160;230
a=1.0, r=0.1, t=10;160;200
a=1.0, r=0.1, t=20;160;200
a=1.0, r=0.1, t=30;160;200
a=1.0, r=0.1, t=40;160;200
a=1.0, r=0.1, t=50;160;230
a=1.0, r=0.1, t=60;160;200
a=1.0, r=0.1, t=70;160;200
a=1.0, r=0.1, t=80;160;200
a=1.0, r=0.1, t=90;160;200
a=1.0, r=0.1, t=100;160;200
a=1.0, r=0.1, t=110;160;200
a=1.0, r=0.1, t=120;160;230
a=1.0, r=0.1, t=130;160;200
a=1.0, r=0.1, t=140;160;200
a=1.0, r=0.1, t=150;160;200
a=1.0, r=0.1, t=160;160;230
a=1.0, r=0.1, t=170;160;230
a=1.0, r=0.1, t=180;160;230
a=1.0, r=0.1, t=190;160;200
a=1.0, r=0.1, t=200;160;200
a=1.0, r=0.2, t=10;160;290
a=1.0, r=0.2, t=20;160;200
a=1.0, r=0.2, t=30;160;200
a=1.0, r=0.2, t=40;160;200
a=1.0, r=0.2, t=50;160;200
a=1.0, r=0.2, t=60;160;200
a=1.0, r=0.2, t=70;160;200
a=1.0, r=0.2, t=80;160;200
a=1.0, r=0.2, t=90;160;200
a=1.0, r=0.2, t=100;160;230
a=1.0, r=0.2, t=110;160;200
a=1.0, r=0.2, t=120;160;230
a=1.0, r=0.2, t=130;160;230
a=1.0, r=0.2, t=140;160;230
a=1.0, r=0.2, t=150;160;200
a=1.0, r=0.2, t=160;160;200
a=1.0, r=0.2, t=170;160;200
a=1.0, r=0.2, t=180;160;200
a=1.0, r=0.2, t=190;160;240
a=1.0, r=0.2, t=200;160;200
a=1.0, r=0.3, t=10;160;200
a=1.0, r=0.3, t=20;160;200
a=1.0, r=0.3, t=30;160;200
a=1.0, r=0.3, t=40;160;200
a=1.0, r=0.3, t=50;160;200
a=1.0, r=0.3, t=60;160;200
a=1.0, r=0.3, t=70;160;200
a=1.0, r=0.3, t=80;160;200
a=1.0, r=0.3, t=90;160;200
a=1.0, r=0.3, t=100;160;200
a=1.0, r=0.3, t=110;160;200
a=1.0, r=0.3, t=120;160;200
a=1.0, r=0.3, t=130;160;200
a=1.0, r=0.3, t=140;160;230
a=1.0, r=0.3, t=150;160;200
a=1.0, r=0.3, t=160;160;200
a=1.0, r=0.3, t=170;160;270
a=1.0, r=0.3, t=180;160;200
a=1.0, r=0.3, t=190;160;240
a=1.0, r=0.3, t=200;160;200
a=1.0, r=0.4, t=10;160;200
a=1.0, r=0.4, t=20;160;230
a=1.0, r=0.4, t=30;160;270
a=1.0, r=0.4, t=40;160;230
a=1.0, r=0.4, t=50;160;200
a=1.0, r=0.4, t=60;160;200
a=1.0, r=0.4, t=70;160;230
a=1.0, r=0.4, t=80;160;200
a=1.0, r=0.4, t=90;160;230
a=1.0, r=0.4, t=100;160;200
a=1.0, r=0.4, t=110;160;200
a=1.0, r=0.4, t=120;160;200
a=1.0, r=0.4, t=130;160;200
a=1.0, r=0.4, t=140;160;230
a=1.0, r=0.4, t=150;160;200
a=1.0, r=0.4, t=160;160;230
a=1.0, r=0.4, t=170;160;230
a=1.0, r=0.4, t=180;160;230
a=1.0, r=0.4, t=190;160;200
a=1.0, r=0.4, t=200;160;240
a=1.0, r=0.5, t=10;160;200
a=1.0, r=0.5, t=20;160;200
a=1.0, r=0.5, t=30;160;230
a=1.0, r=0.5, t=40;160;230
a=1.0, r=0.5, t=50;160;200
a=1.0, r=0.5, t=60;160;200
a=1.0, r=0.5, t=70;160;200
a=1.0, r=0.5, t=80;160;230
a=1.0, r=0.5, t=90;160;240
a=1.0, r=0.5, t=100;160;230
a=1.0, r=0.5, t=110;160;200
a=1.0, r=0.5, t=120;160;200
a=1.0, r=0.5, t=130;160;240
a=1.0, r=0.5, t=140;160;200
a=1.0, r=0.5, t=150;160;200
a=1.0, r=0.5, t=160;160;200
